HR,SBP,DBP,MAP,CO,SV,CVP,RR,SpO2,Scenario,Alarm
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
